"1";"2";"3";"4";"5";"6";"7";"8";"9";"10";"11";"12";"13";"14";"15";"16";"17";"18";"19";"20";"21";"22";"23";"24";"25";"26";"27";"28";"29";"30";"31";"32";"33";"34";"35";"36";"37";"38";"39";"40";"41";"42";"43";"44";"45";"46";"47";"48";"49";"50";"51";"52";"53";"54";"55";"56";"57";"58";"59";"60";"61";"62";"63";"64";"65"
"SAN PEDRO APOSTOL";"520332";"SAN PEDRO APOSTOL";"20";"GODELLETA";"5";"PL.IGLESIA,1";"12";"46388";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SAN JUAN BAUTISTA";"520333";"SAN JUAN BAUTISTA";"20";"LORIGUILLA";"5";"AVD.OESTE,S/N";"2";"46393";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"TRASNFIGURACION DEL SALVADOR";"520334";"TRASNFIGURACION DEL SALVADOR";"20";"MACASTRE";"5";"PL.IGLESIA,6";"12";"46368";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"LA TRANSFIGURACION";"731335";"LA TRANSFIGURACION";"31";"MILLARES";"7";"HIGINIO SANCHO,3";"10";"46199";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SAN JUAN BAUTISTA";"520337";"SAN JUAN BAUTISTA";"20";"SIETE AGUAS";"5";"CONSTITUCION,7";"12";"46392";"669469101";;;"2";"8";"10";;;;"MARTES DE 10 A 13H";"5";"12";"3";"14";"17";"53";"16";;;;;;;"612";"650";"740";;;"860";;;;;;;"2862";"1138";"1223";;;;"217";"60";;"96";;;;;;;"2734";;;"219";"2013"
"NATIVIDAD DE NTRA.SRA.";"520338";"NATIVIDAD DE NTRA.SRA.";"20";"TURIS";"5";"CONSTITUCION,1";"14";"46389";;;;"2";"20";"22";;"1";"2";"MARTES";"30";"52";"37";"45";;"268";"87";;;;;;;"858";"1651";"1135";"1002";;"807";"1960";;;;;"857";"8270";"1876";"3781";"124";"583";"300";;;;"146";;;;;;"1201";"8011";;;"219";"2013"
"LOS SANTOS REYES";"520339";"LOS SANTOS REYES";"20";"YATOVA";"5";"CONSTITUCION,7";"12";"46367";;"SECRETARI.PORT@GMAIL.COM";;"2";"8";"10";;;;"2º MIERCOLES DE MES DE 17 A 19H";;"4";"2";"2";"4";"26";"9";;;;;"1";"1";;;"80";;;;;;;;;"604";"684";;"1390";;;;;;;;;;;;"130";"140";"1660";;;"219";"2013"
"SAN ANTONIO DE PADUA";"521356";"SAN ANTONIO DE PADUA";"21";"REQUENA.SAN ANTONIO";"5";"CTRA.DE MADRID,18";"20";"46390";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"ASUNCION DE NTRA.SRA.";"521359";"ASUNCION DE NTRA.SRA.";"21";"CAMPORROBLES";"5";"MAESTRO AGUILAR.S/N";"20";"46330";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"NTRA.SRA. DE LA MERCED";"521363";"NTRA.SRA. DE LA MERCED";"21";"CAUDETE DE LAS FUENTES";"5";"PL.IGLESIA,1";"20";"46135";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SANTIAGO APOSTOL";"521367";"SANTIAGO APOSTOL";"21";"FUENTERROBLES";"5";"PATROCINIO,1";"20";"46314";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SANTIAGO APOSTOL";"521370";"SANTIAGO APOSTOL";"21";"SINARCAS";"5";"PL.MAYOR,S/N";"20";"46320";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"ASUNCION DE NTRA. SRA.";"521372";"ASUNCION DE NTRA. SRA.";"21";"UTIEL";"5";"PL.SANTA  MARIA,1";"20";"46300";"962171073";;;;"17";;;;;"MIERCOLES E 18 A 20H";"30";"50";"20";"60";"40";"550";"270";;;;;"1";"1";"3532";;"6754";"698";"1824";;;;;;"1000";;"13808";"753";"5944";;"160";"1183";;;;;"698";"1824";;;;;"10562";;;"219";"2013"
"NTRA.SRA.DE LORETO";"521373";"NTRA.SRA.DE LORETO";"21";"VENTA DEL MORO";"5";"PL.VICENTE BLASCO IBAÑEZ,1";"20";"46310";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SAN ROQUE";"521374";"SAN ROQUE";"21";"VILLARGORDO DEL CABRIEL";"5";"PL.CAIDOS,S/N";"20";"46137";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"ASUNCION DE NTRA.SRA.";"622375";"ASUNCION DE NTRA.SRA.";"22";"AYORA";"6";"IGLESIA,1";"5";"46620";"962191365";;;"2";"13";"15";;;;"MIERCOLES DE 18,30 A 19,30H";"9";"2";;"11";"7";"37";"9";;;;;;"1";;"1890";;;;;;;;;;"867";"2757";"1063";"117";;;"76";;;;;;;;;;;"1256";;;"219";"2013"
"PATRIARCA SAN JOSE";"622376";"PATRIARCA SAN JOSE";"22";"COFRENTES";"6";"PROGRESO,1";"5";"46625";"962196006";;;;"5";"5";;;;;;"1";;"1";;"6";;;;;;;"1";"800";;"279";"95";;;;;;;;"1566";"2740";"676";"25";;;"15";;;;;"95";;;;;"2500";"3311";;;"219";"2013"
"SAN MIGUEL ARCANGEL";"622377";"SAN MIGUEL ARCANGEL";"22";"JALANCE";"6";"PL.AYUNTAMIENTO,6";"5";"46624";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"STA.CATALINA VIRGEN Y MARTIR";"622378";"STA.CATALINA VIRGEN Y MARTIR";"22";"JARAFUEL";"6";"JARRAL,3";"5";"46623";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"ASUNCION DE NTRA. SRA.";"622379";"ASUNCION DE NTRA. SRA.";"22";"TERESA DE COFRENTES";"6";"PL.IGLESIA,2";"5";"46622";;;;"1";"5";"6";;;;;;"2";"1";"1";"1";"7";"4";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";"2013"
"SANTA ANA";"622380";"SANTA ANA";"22";"ZARRA";"6";"PL.PAIS VALENCIANO,1";"5";"46621";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"LA INMACULADA CONCEPCION";"622381";"LA INMACULADA CONCEPCION";"22";"ANNA";"6";"PL.IGLESIA,S/N";"10";"46820";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SAN JUAN EVANGELISTA";"622383";"SAN JUAN EVANGELISTA";"22";"BICORP";"6";"IGLESIA,9";"10";"46825";"962269157";;;;"12";"12";;;"1";;"1";"1";;"2";;"4";;;;;;;;;;;"1638";"1000";;;;;;;;"2638";;;;;;;;;;"1638";"1000";;;;;"2638";;;"219";"2013"
"SAN FRANCISCO DE PAULA";"622384";"SAN FRANCISCO DE PAULA";"22";"BOLBAITE";"6";"IGLESIA,2";"10";"46822";"962220028";;;"1";"11";"12";;;;"ULTIMO JUEVES DE MES A LAS 19,20H";"5";"3";"5";"3";"1";"23";"7";;;"1";;"1";"1";"335";"720";"330";"80";;;;;;;;;"1465";"252";;;;;;;"203";;"80";;;;"160";;"695";;;"219";"2013"
"VIRGEN DE GRACIA";"622385";"VIRGEN DE GRACIA";"22";"CHELLA";"6";"PL.IGLESIA,2";"18";"46821";"9622220028";;;"2";"10";"12";;;"1";"1º JUEVES DE AMES DE 18 A 19,30H";"3";"4";"4";"3";"1";"25";"5";;;;;"1";"1";"1398";;"50";"165";"300";;;;;;;;"1913";"27";"50";;;;;;;;"165";"300";;;;;"542";;;"219";"2013"
"SAN MIGUEL ARCANGEL";"622386";"SAN MIGUEL ARCANGEL";"22";"ENGUERA";"6";"PL.IGLESIA,S/N";"10";"46810";"962224025";;;"3";"20";"23";;;"3";"LUNES DE 19 A 20H";"10";"26";"12";"24";"6";"107";"36";"5";;;;"1";"1";"2170";;"2013";"821";;;;;;"200";"297";;"5501";"93";"2560";;"115";"50";;;"205";"79";"821";;;;;;"3923";;;"219";"2013"
"SAN ONOFRE";"622387";"SAN ONOFRE";"22";"ESTUBENY";"6";"IGLESIA,S/N";"11";"46817";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"ASUNCION DE NTRA.SRA.";"622389";"ASUNCION DE NTRA.SRA.";"22";"NAVARRES";"6";"PL.IGLESIA,12";"10";"46823";"962266010";;;;"14";"14";;;;"SEGUN NECESIDAD";"4";"3";"3";"4";"5";"17";"7";;;;;"1";"1";;;"200";"170";"683";;;;;"675";;;"1728";"220";;;;;;;;;"170";"683";;;;;"1073";;;"219";"2013"
"SAN ANTONIO ABAD";"622390";"SAN ANTONIO ABAD";"22";"QUESA";"6";;"10";"46824";;;;;"6";"6";;;;;;;;;;;;;"1";;;"1";;;;;"55";"63";;;;;;;"185";"303";;;;;;;;"66";;"55";"63";;;;;"184";;;"219";"2013"
"SAN ONOFRE ANACORETA";"623391";"SAN ONOFRE ANACORETA";"23";"L'ALCUDIA DE CRESPINS";"6";"PL.IGLESIA,4";"11";"46690";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SAN ANTONIO ABAD";"623393";"SAN ANTONIO ABAD";"23";"CANALS";"6";"PL.MAYOR,S/N";"11";"46650";;"WWW.PARROQUIACANAL";;"2";"19";"21";;;"1";"LUNES Y MIERCOLES DE 17,30 A 19,30H";"24";"45";"26";"43";"6";"220";"70";;;;;;"1";"944";"395";"510";"516";"760";;"305";;;;;"2323";"5753";"838";"1672";;;"439";;;;;"1500";"760";;;;;"5209";;;"219";"2013"
"SAN ANTONIO ABAD";"623394";"SAN ANTONIO ABAD";"23";"CERDA";"6";"PL.IGLESIA,S/N";"11";"46813";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"NATIVIDAD DE NTRA.SRA.";"622395";"NATIVIDAD DE NTRA.SRA.";"22";"LA FONT DE LA FIGUERA";"6";"PL.CAIDOS,1";"11";"46630";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"NTRA.SRA. DEL ROSARIO";"622396";"NTRA.SRA. DEL ROSARIO";"22";"FONTANARS DELS ALFORINS";"6";"PL.VIRGEN DEL ROSARIO,3";"17";"46635";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SAN FRANCISCO DE ASIS";"623397";"SAN FRANCISCO DE ASIS";"23";"LA GRANJA DE LA COSTERA";"6";"IGLESIA,12";"11";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SAN JUAN BAUTISTA";"623398";"SAN JUAN BAUTISTA";"23";"LLANERA DE RANES";"6";"PL.CAUDILLO,14";"11";"46814";"962254203";;;"5";"7";"12";;;;"MIERCOLES DE 18 A 20H";"1";"3";"2";"2";;"10";"1";;;;;"1";"1";"455";;"187";;;;;;;;;;"642";;"83";;;"100";"98";;;"135";;;;;;;"416";;;"219";"2013"
"SAN PEDRO APOSTOL";"623399";"SAN PEDRO APOSTOL";"23";"MOIXENT";"6";"PL.IGLESIA,7";"11";"46640";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"NTRA. SRA. DE LA ASUNCION";"622400";"NTRA. SRA. DE LA ASUNCION";"22";"MONTESA";"6";"PL.DE LA VILA,5";"11";"46692";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"NTRA. SRA. DEL ROSARIO";"622401";"NTRA. SRA. DEL ROSARIO";"22";"NOVETLE";"6";"CASA ABADIA,S/N";"11";"46800";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SANTOS JUANES";"623402";"SANTOS JUANES";"23";"ROTGLA Y CORBERA";"6";"PL.IGLESIA,S/N,1";"11";"46816";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"NTRA. SRA. DE LOS ANGELES";"623403";"NTRA. SRA. DE LOS ANGELES";"23";"TORRELLA";"6";"PL.IGLESIA,S/N";"11";"46814";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SAN BARTOLOME APOSTOL";"622404";"SAN BARTOLOME APOSTOL";"22";"VALLADA";"6";"PL.RAMON MARTI,1";"11";"46691";"962257007";;;"3";"3";"6";;;;"MIERCOLES DE 19 A 20H";"10";"22";"15";"17";"3";"80";"23";;;;;;;;"770";"195";;;;;;;;"640";"3403";"5008";"599";"3519";;;"236";"124";;;;;;;;;;"4478";;;"219";"2013"
"ESPIRITU SANTO";"729406";"ESPIRITU SANTO";"29";"ALBERIC";"7";"Pl. españa, 1";"14";"46260";;;;;"6";"6";;;;"LUNES DE 18,30 A 19,30H";"4";"51";"25";"30";"10";"140";"60";"1";;;;"1";;;;"1715";;;;;;;;"525";"250";"2490";"100";"1430";;;;"10";;;;;;;;;;"1540";;;"219";"2013"
"SAN LORENZO MARTIR";"729407";"SAN LORENZO MARTIR";"29";"ALBERIC";"7";"PL.CONSITUCION,25";"14";"46260";"962440114";;;"8";"10";;;;"1";"MIERCOLES DE 18 A 19H";"25";"85";"15";"95";"25";"415";;;;;;"1";;"9850";;;"795";;"800";"1513";;;;;;"12958";"7330";"286";;"18";"180";"3310";;;"57";"795";"460";"300";;"615";;"13351";;;"219";"2013"
"PURISIMA CONCEPCION";"729408";"PURISIMA CONCEPCION";"29";"ALCANTERA DE XUQUER";"7";"PL.IGLESIA,15";"14";"46293";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"PURISIMA CONCEPCION";"729409";"PURISIMA CONCEPCION";"29";"ANTELLA";"7";"PL.MAYOR,12";"14";"46266";"962595054";;;"5";"9";"14";;"1";"3";;"16";"12";"1";;"1";"28";"8";;;;;;"1";"1084";;"1130";"370";;;;;;;;"2105";"4689";"559";"2563";;;;;;;;"370";"1000";;;;;"4492";;;"219";"2013"
"LA PURISIMA CONCEPCION";"729411";"LA PURISIMA CONCEPCION";"29";"BENIMUSLEM";"7";"PL.IGLESIA,8";"14";"46611";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"NTRA. SRA. DE LA ASUNCION";"729412";"NTRA. SRA. DE LA ASUNCION";"29";"CARCER";"7";"PL.BARONIA,6";"14";"46294";;;;"2";"6";"8";;;"1";"TODOS LOS DIAS";"23";"21";"15";"99";;"91";"30";;;;;;;;;"601";"140";;;;;"2400";;;"50";"3191";;"171";;;;;;;"54";"140";;;;;"150";"515";;;"219";"2013"
"SAN JUAN BTA. Y SAN ANTONIO ABAD";"729414";"SAN JUAN BTA. Y SAN ANTONIO ABAD";"29";"GAVARDA";"7";"PL.MAYOR,S/N";"14";"46267";;;;"1";"6";"7";;;;;"4";"7";"2";"7";"2";"32";"16";;"1";;"1";;;"250";"25";"20";"150";;;;;"150";;;;"595";;"230";;;;;;;;"150";;"100";;;;"480";;;"219";"2013"
"S.MIGUEL ARCANGEL Y STA. MARIA MAGDALENA";"729416";"S.MIGUEL ARCANGEL Y STA. MARIA MAGDALENA";"29";"MASALAVES";"7";"PL.REY JUAN CARLOS I,S/N";"14";"46292";;;;"1";"8";"9";;;;;"3";"6";"1";"8";"2";"28";"10";;;;;;"1";"661";;;"64";;;;;;;;;"725";;"162";;;;;;;;"113";"130";;;;;"405";;;"219";"2013"
"SAN ANTONIO ABAD Y SAN NICOLAS DE BARI";"729418";"SAN ANTONIO ABAD Y SAN NICOLAS DE BARI";"29";"SUMACARCER";"7";"IGLESIA,3";"14";"46295";"962595314";"SALVAGALEGO@HOTMAIL.COM";;"1";"13";;;"1";;;"4";"4";;;"2";"30";"16";;;;;"1";;;;"250";"202";;;;;;"343";"500";"410";"1705";"188";;;;"150";;;;"79";"200";"250";;;"1100";;"1967";;;"219";"2013"
"SAN MIGUEL ARCANGEL";"729419";"SAN MIGUEL ARCANGEL";"29";"TOUS";"7";"IGLESIA,1";"14";"46269";;;;"3";"9";"11";;;"1";"1º Y 3º LUNES DE MES";"1";"1";"1";"1";"2";"4";;;"1";;;"1";"1";"207";;;"197";;;;;;;;;"404";;;;;;;;;;;"197";;;"207";;"404";;;"219";"2013"
"SANTOS DESPOSORIOS";"623420";"SANTOS DESPOSORIOS";"23";"BARXETA";"6";"AVD.JAUME I,1";"11";"46667";"962214019";;;"2";"8";"10";;;;"PUNTUAL";"1";;;"1";"1";"2";;;;;;"1";;;;"20";;;;;;;;;;"20";;;;;;;;;;;;;;;;;;;"219";"2013"
"VIRGEN DE GRACIA";"623421";"VIRGEN DE GRACIA";"23";"L'ENOVA";"6";"MAYOR,4";"14";"46669";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"NTRA.SRA.DE LOS DOLORES";"623422";"NTRA.SRA.DE LOS DOLORES";"23";"GENOVES";"6";"PL.ESPAÑA,S/N";"11";"46894";"962229020";"PARROQUIAGENOVES.ORG";;;"16";"16";;;;"LUNES ALTERNOS DE 17,30 A 20H";"1";"18";"7";"12";"6";"67";"29";;"1";;;"1";"1";;;"10556";;"1100";;;;;;;"250";"11906";"648";;"3253";;;"174";;"385";"42";;"1100";;;;;"5602";;;"219";"2013"
"SAN DIEGO DE ALCALA";"623423";"SAN DIEGO DE ALCALA";"23";"LUGAR NUEVO DE FENOLLET";"6";"PL.L'ESGLESIA,8";"11";"46668";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"NATIVIDAD DE NTRA.SRA.";"623424";"NATIVIDAD DE NTRA.SRA.";"23";"LLOSA DE RANES";"6";"SAN CRITOBOL,S/N";"11";"46815";"670020530";;;;"7";"7";;;;"2º MARTES DE MES DE 17 A 18H";"12";"11";"4";"19";"4";"79";"25";;;;;;"1";"1416";;"188";;;;;"300";;;;;"1904";;"2011";;;;;;"289";;;;;;;;"2300";;;"219";"2013"
"SANTA ANA";"623425";"SANTA ANA";"23";"MANUEL";"6";"CURA PASCUAL VIDAL,S/N";"14";"46669";"962235025";;;;"16";"16";;;"1";;"10";"16";"13";"13";"4";"74";"23";;;;;;"1";"2208";;"1050";"246";;;;;;;;;"3504";;"3590";;;;;;;"3";"246";;;;;;"3839";;;"219";"2013"
"SAN PEDRO APOSTOL";"729426";"SAN PEDRO APOSTOL";"29";"LA POBLA LLARGA";"7";"PL,CONSTITUCION,1";"14";"46670";"699795992";;;"2";"6";"8";;;;"LUNES DE 17 A 19H";"10";"35";"24";"21";"7";"155";"59";;;;;;"1";"3110";;"130";;;;;;;;;;"3240";"367";"2443";;;"500";;;;;;;;;;;"3310";;;"219";"2013"
"EL NACIMIENTO DEL SEÑOR";"623427";"EL NACIMIENTO DEL SEÑOR";"23";"RAFELGUARAF";"6";"PL.L'ESGLESIA,5";"14";"46666";"669729966";;;;"15";"15";;;"15";"PUNTUAL";"1";"9";;"10";"10";"30";"8";;;;;"1";;"255";;"93";;"377";;"90";;;;;;"815";"121";;;;;;;;;;"377";;;;;"498";;;"219";"2013"
"SAN JUAN BAUTISTA";"623428";"SAN JUAN BAUTISTA";"23";"SAN JUAN DE ENOVA";"6";"PINTOR ESTRUCH,5";"14";"46669";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SANTA ANA";"623429";"SANTA ANA";"23";"SENYERA";"6";"PL.MAYOR,12";"14";"46669";;;;"1";"3";"4";"0";"0";"0";"A DEMANDA";;"2";;"2";"1";"7";"3";;;;;;"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";"2013"
"NTRA.SRA. DEL ROSARIO";"623430";"NTRA.SRA. DEL ROSARIO";"23";"XATIVA-TORRE DE LLORIS";"6";"IGLESIA,S/N";"11";"46668";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"ASUNCION DE NTRA. SRA.";"729432";"ASUNCION DE NTRA. SRA.";"29";"VILLANUEVA DE CASTELLON";"7";"PL.IGLESIA,S/N";"14";"46270";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"ASUNCION DE NTRA.SRA.";"623434";"ASUNCION DE NTRA.SRA.";"23";"XATIVA";"6";"PL.CALIXTO III,6";"14";"46800";;;;"3";"8";"11";;;;"MIERCOILES DE 18 A 20H";"68";"125";"92";"98";"62";"338";;;;;;;"1";"4959";"360";"3050";"898";;;;;"1400";;;;"10667";"842";"1115";"5112";"320";"1694";"112";;"2300";"1900";"866";;;;;;"14261";;;"219";"2013"
"NTRA.SRA.DEL CARMEN";"623435";"NTRA.SRA.DEL CARMEN";"23";"XATIVA";"6";"GERMANIAS,2";"11";"46800";"962276151";"ELCARMENXATIVA@GMAIL.COM";;"4";"4";"8";;;;"MARTES DE 11 A 13H";"13";"49";"24";"38";"22";"250";"88";;;;"1";;;"4830";"310";"5968";"645";"764";;;;"700";;"1220";"950";"15387";"4981";"5251";;"358";"735";"364";"1165";"35";"645";"764";;;;;"1669";"15967";;;"219";"2013"
"SANTOS JUANES";"623436";"SANTOS JUANES";"23";"XATIVA";"6";"FUENTE DE SAN JUAN,8";"11";"46800";"962270088";;;"1";"3";"4";;;;"2º MIERCOLES DE 19 A 20H";"3";"14";"3";"14";"4";"57";"30";;;;"1";;"1";"624";;;"260";"370";"1500";;;;;;;"2754";"179";"2164";;;"135";"96";;;"371";"260";"370";;;;;"3575";;;"219";"2013"
"NTRA.SRA.DE LA MERCED Y STA.TECLA";"623437";"NTRA.SRA.DE LA MERCED Y STA.TECLA";"23";"XATIVA";"6";"ISlETE SAN MIGUEL,2";"11";"46800";"962270640";;;;"3";"3";;;"2";"MIERCOLES DE 17 A 19H";"12";"31";"19";"24";"14";"115";"29";;;;"1";;"1";"748";"1875";"1050";;;"800";"180";;"700";;;"377";"5730";"1623";"2202";;"244";"214";;;;"174";;;;;;;"4457";;;"219";"2013"
"SAN PEDRO APOSTOL";"623438";"SAN PEDRO APOSTOL";"23";"XATIVA";"6";"SAN PEDRO,S/N";"11";"46800";"962274660";;;;"4";"4";;"1";;"MIERCOLES DE 17 A 19H";"12";"40";"12";"40";"28";"176";"49";;;;;"1";"1";"250";;"1720";;;;"150";;"1400";;;"450";"3970";"216";"2002";;"186";"186";"157";;;;;;;;;;"2747";;;"219";"2013"
"ASUNCION DE NTRA.SRA.";"624439";"ASUNCION DE NTRA.SRA.";"24";"AYELO DE RUGAT";"6";"IGLESIA,12";"17";"46842";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SANTA ANA";"624440";"SANTA ANA";"24";"BELLUS";"6";"MAYOR,1";"17";"46839";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"NTRA.SRA.DE LA ENCARNACION";"624441";"NTRA.SRA.DE LA ENCARNACION";"24";"BENIATJAR";"6";"MAYOR,12";"17";"46844";"660474325";;;"1";"2";"5";;;;;;;;;;;;;;;;;"1";;;;;"100";;;;;;;"20";"120";;;;;;;;;;;"100";;;;"20";"120";;;"219";"2013"
"SAN JUAN  BAUTISTA";"624442";"SAN JUAN  BAUTISTA";"24";"BENICOLET";"6";"BAILEN,4";"17";"46838";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SAN MIGUEL ARCANGEL";"624443";"SAN MIGUEL ARCANGEL";"24";"BENIGANIM";"6";"L'ESGLESIA,6";"17";"46830";"962920154";;;;"7";"7";;;"2";;"11";"20";"4";"20";"17";"102";"34";;;;;;;;"1368";"538";"150";"1500";;"150";;"3018";;;;"6724";"467";"3299";;"72";"120";"55";;;;"150";"3010";;;"200";;"7373";;;"219";"2013"
"ASUNCION DE NTRA.SRA.";"624444";"ASUNCION DE NTRA.SRA.";"24";"CASTELLO DE RUGAT";"6";"PL.CONSTITUCIO,4";"17";"46841";"962813041";"PARROQUIACASTELLO@PARROQUIACASTELLO.EMOVISTAR.ES";;"1";"6";"7";;;;"1º Y 5º DE CADA MES DE 17 A 18,30H";"2";"9";"7";"4";"10";"40";"11";;;;;;"1";;;"150";"262";"376";"1500";;;;;;"1087";"3375";"662";"1904";;;;"40";;;;"262";"376";;;;;"3244";;;"219";"2013"
"NTRA.SRA.DE LA ESPERANZA";"624445";"NTRA.SRA.DE LA ESPERANZA";"24";"GUADASEQUIES";"6";"ESPERANZA,5";"17";"46839";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"ASUNCION DE NTRA.SRA.";"624446";"ASUNCION DE NTRA.SRA.";"24";"LLUXENT";"6";"PL.MAYOR,1";"17";"463838";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SANTA ANA";"624447";"SANTA ANA";"24";"MONTIXELVO";"6";"CARRER DE BAIX,12";"17";"46842";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SAN PEDRO APOSTOL";"624448";"SAN PEDRO APOSTOL";"24";"PINET";"6";"IGLESIA,1";"17";"46838";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"ASUNCION DE NTRA. SRA.";"624449";"ASUNCION DE NTRA. SRA.";"24";"LA POBLA DEL DUC";"6";"PL.IGLESIA,1";"17";"46840";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SANTOS JUANES";"624450";"SANTOS JUANES";"24";"QUATRETONDA";"6";"PL.SAN JUAN,5";"17";"46837";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"NTA.SRA.DE LOS ANGELES";"624451";"NTA.SRA.DE LOS ANGELES";"24";"RAFOL DE SALEM";"6";"PL.CANONIGO MIÑANA,1";"17";"46843";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"NTRA.SRA. DE GRACIA";"624452";"NTRA.SRA. DE GRACIA";"24";"RUGAT";"6";"IGLESIA,S/N";"17";"468423";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SAN MIGUEL ARCANGEL";"624453";"SAN MIGUEL ARCANGEL";"24";"SALEM";"6";"PL.PAZ,S/N";"17";"46843";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
